BOUT_UID,EVENT,BOUT,FIGHTER_2,FIGHTER_1,CTRL_mean,CTRL against_mean,OUTCOME
4741,UFC Fight Night: Nelson vs Story,Nicholas Musoke vs. Alexander Yakovlev,Alexander Yakovlev,Nicholas Musoke,192.33333333333331,-395.6666666666667,1
4740,UFC Fight Night: Nelson vs Story,Magnus Cedenblad vs. Scott Askham,Scott Askham,Magnus Cedenblad,25.0,-476.3333333333333,1
4739,UFC Fight Night: Nelson vs Story,Niklas Backstrom vs. Mike Wilkinson,Mike Wilkinson,Niklas Backstrom,-99.0,111.0,0
4738,UFC Fight Night: Nelson vs Story,Ilir Latifi vs. Jan Blachowicz,Jan Blachowicz,Ilir Latifi,41.66666666666666,2.0,0
4737,UFC Fight Night: Nelson vs Story,Akira Corassani vs. Max Holloway,Max Holloway,Akira Corassani,42.77777777777778,-0.6388888888888857,0
4736,UFC Fight Night: Nelson vs Story,Gunnar Nelson vs. Rick Story,Rick Story,Gunnar Nelson,-60.0,-119.92307692307693,0
4735,UFC Fight Night: MacDonald vs Saffiedine,Pedro Munhoz vs. Jerrod Sanders,Jerrod Sanders,Pedro Munhoz,-39.5,-112.0,0
4734,UFC Fight Night: MacDonald vs Saffiedine,Albert Tumenov vs. Matt Dwyer,Matt Dwyer,Albert Tumenov,63.0,159.5,1
4733,UFC Fight Night: MacDonald vs Saffiedine,Paddy Holohan vs. Chris Kelades,Chris Kelades,Paddy Holohan,-261.0,-388.0,0
4732,UFC Fight Night: MacDonald vs Saffiedine,Jason Saggo vs. Paul Felder,Paul Felder,Jason Saggo,0.0,-406.0,0
4731,UFC Fight Night: MacDonald vs Saffiedine,Olivier Aubin-Mercier vs. Jake Lindsey,Jake Lindsey,Olivier Aubin-Mercier,-83.0,-370.0,1
4730,UFC Fight Night: MacDonald vs Saffiedine,Daron Cruickshank vs. Anthony Njokuani,Anthony Njokuani,Daron Cruickshank,60.464285714285715,-75.48214285714289,1
4729,UFC Fight Night: MacDonald vs Saffiedine,Mitch Gagnon vs. Roman Salazar,Roman Salazar,Mitch Gagnon,115.0,127.75,1
4728,UFC Fight Night: MacDonald vs Saffiedine,Nordine Taleb vs. Li Jingliang,Li Jingliang,Nordine Taleb,425.0,-209.0,1
4727,UFC Fight Night: MacDonald vs Saffiedine,Elias Theodorou vs. Bruno Santos,Bruno Santos,Elias Theodorou,-177.5,81.0,1
4726,UFC Fight Night: MacDonald vs Saffiedine,Chad Laprise vs. Yosdenis Cedeno,Yosdenis Cedeno,Chad Laprise,-100.0,-98.0,1
4725,UFC Fight Night: MacDonald vs Saffiedine,Raphael Assuncao vs. Bryan Caraway,Bryan Caraway,Raphael Assuncao,-163.85714285714286,-50.714285714285715,1
4724,UFC Fight Night: MacDonald vs Saffiedine,Rory MacDonald vs. Tarec Saffiedine,Tarec Saffiedine,Rory MacDonald,-208.77777777777777,105.33333333333331,1
4723,UFC 179: Aldo vs Mendes 2,Fabricio Camoes vs. Anthony Rocco Martin,Anthony Rocco Martin,Fabricio Camoes,-158.25,46.0,0
4722,UFC 179: Aldo vs Mendes 2,Gilbert Burns vs. Christos Giagos,Christos Giagos,Gilbert Burns,223.0,-35.0,1
4721,UFC 179: Aldo vs Mendes 2,Felipe Arantes vs. Andre Fili,Andre Fili,Felipe Arantes,56.5,121.5,0
4720,UFC 179: Aldo vs Mendes 2,Scott Jorgensen vs. Wilson Reis,Wilson Reis,Scott Jorgensen,-226.11111111111111,8.666666666666671,0
4719,UFC 179: Aldo vs Mendes 2,Yan Cabral vs. Naoyuki Kotani,Naoyuki Kotani,Yan Cabral,426.0,17.0,1
4718,UFC 179: Aldo vs Mendes 2,William Macario vs. Neil Magny,Neil Magny,William Macario,-20.214285714285722,-200.0,0
4717,UFC 179: Aldo vs Mendes 2,Diego Ferreira vs. Beneil Dariush,Beneil Dariush,Diego Ferreira,-19.5,-23.83333333333333,0
4716,UFC 179: Aldo vs Mendes 2,Darren Elkins vs. Lucas Martins,Lucas Martins,Darren Elkins,230.2,2.950000000000003,1
4715,UFC 179: Aldo vs Mendes 2,Fabio Maldonado vs. Hans Stringer,Hans Stringer,Fabio Maldonado,-262.0,68.5,1
4714,UFC 179: Aldo vs Mendes 2,Glover Teixeira vs. Phil Davis,Phil Davis,Glover Teixeira,-79.56666666666666,15.166666666666671,0
4713,UFC 179: Aldo vs Mendes 2,Jose Aldo vs. Chad Mendes,Chad Mendes,Jose Aldo,100.66666666666663,158.70833333333334,1
4712,UFC Fight Night: Rockhold vs Bisping,Jumabieke Tuerxun vs. Marcus Brimage,Marcus Brimage,Jumabieke Tuerxun,38.7,320.4,0
4711,UFC Fight Night: Rockhold vs Bisping,Luke Zachrich vs. Daniel Kelly,Daniel Kelly,Luke Zachrich,-50.5,1.5,0
4710,UFC Fight Night: Rockhold vs Bisping,Vik Grujic vs. Chris Clements,Chris Clements,Vik Grujic,1.6666666666666643,71.5,0
4709,UFC Fight Night: Rockhold vs Bisping,Richie Vaculik vs. Louis Smolka,Louis Smolka,Richie Vaculik,-63.5,-22.0,0
4708,UFC Fight Night: Rockhold vs Bisping,Dylan Andrews vs. Sam Alvey,Sam Alvey,Dylan Andrews,48.33333333333333,140.66666666666663,0
4707,UFC Fight Night: Rockhold vs Bisping,Anthony Perosh vs. Guto Inocente,Guto Inocente,Anthony Perosh,77.83333333333333,35.33333333333334,1
4706,UFC Fight Night: Rockhold vs Bisping,Jake Matthews vs. Vagner Rocha,Vagner Rocha,Jake Matthews,494.66666666666663,-7.333333333333329,1
4705,UFC Fight Night: Rockhold vs Bisping,Soa Palelei vs. Walt Harris,Walt Harris,Soa Palelei,169.0,94.0,1
4704,UFC Fight Night: Rockhold vs Bisping,Robert Whittaker vs. Clint Hester,Clint Hester,Robert Whittaker,-100.9,-123.3,1
4703,UFC Fight Night: Rockhold vs Bisping,Ross Pearson vs. Al Iaquinta,Al Iaquinta,Ross Pearson,-52.0,5.560606060606062,0
4702,UFC Fight Night: Rockhold vs Bisping,Luke Rockhold vs. Michael Bisping,Michael Bisping,Luke Rockhold,-43.900000000000006,-138.13333333333335,1
4701,UFC Fight Night 56: Shogun vs Saint Preux,Wagner Silva vs. Colby Covington,Colby Covington,Wagner Silva,-231.0,75.0,0
4700,UFC Fight Night 56: Shogun vs Saint Preux,Thomas Almeida vs. Tim Gorman,Tim Gorman,Thomas Almeida,-406.0,-55.0,1
4699,UFC Fight Night 56: Shogun vs Saint Preux,Leandro Silva vs. Charlie Brenneman,Charlie Brenneman,Leandro Silva,-57.60000000000002,143.5,1
4698,UFC Fight Night 56: Shogun vs Saint Preux,Caio Magalhaes vs. Trevor Smith,Trevor Smith,Caio Magalhaes,0.0,-21.25,1
4697,UFC Fight Night 56: Shogun vs Saint Preux,Diego Rivas vs. Rodolfo Rubio Perez,Rodolfo Rubio Perez,Diego Rivas,214.0,-214.0,1
4696,UFC Fight Night 56: Shogun vs Saint Preux,Juliana Lima vs. Nina Nunes,Nina Nunes,Juliana Lima,206.0,-393.0,1
4695,UFC Fight Night 56: Shogun vs Saint Preux,Dhiego Lima vs. Jorge de Oliveira,Jorge de Oliveira,Dhiego Lima,0.0,-563.0,1
4694,UFC Fight Night 56: Shogun vs Saint Preux,Claudio Silva vs. Leon Edwards,Leon Edwards,Claudio Silva,221.0,-360.0,1
4693,UFC Fight Night 56: Shogun vs Saint Preux,Warlley Alves vs. Alan Jouban,Alan Jouban,Warlley Alves,441.0,-38.0,1
4692,UFC Fight Night 56: Shogun vs Saint Preux,Mauricio Rua vs. Ovince Saint Preux,Ovince Saint Preux,Mauricio Rua,112.44444444444449,-11.0,0
4691,UFC 180: Werdum vs Hunt,Marco Beltran vs. Marlon Vera,Marlon Vera,Marco Beltran,-12.0,12.0,1
4690,UFC 180: Werdum vs Hunt,Henry Briones vs. Guido Cannetti,Guido Cannetti,Henry Briones,-48.0,48.0,1
4689,UFC 180: Werdum vs Hunt,Gabriel Benitez vs. Humberto Brown Morrison,Humberto Brown Morrison,Gabriel Benitez,-342.0,342.0,1
4688,UFC 180: Werdum vs Hunt,Jessica Eye vs. Leslie Smith,Leslie Smith,Jessica Eye,12.5,102.0,1
4687,UFC 180: Werdum vs Hunt,Alejandro Perez vs. Jose Quinonez,Jose Quinonez,Alejandro Perez,-182.0,182.0,1
4686,UFC 180: Werdum vs Hunt,Yair Rodriguez vs. Leonardo Morales,Leonardo Morales,Yair Rodriguez,99.0,-99.0,1
4685,UFC 180: Werdum vs Hunt,Edgar Garcia vs. Hector Urbina,Hector Urbina,Edgar Garcia,28.0,-28.0,0
4684,UFC 180: Werdum vs Hunt,Augusto Montano vs. Chris Heatherly,Chris Heatherly,Augusto Montano,13.0,4.0,1
4683,UFC 180: Werdum vs Hunt,Ricardo Lamas vs. Dennis Bermudez,Dennis Bermudez,Ricardo Lamas,-134.33333333333337,127.08333333333334,1
4682,UFC 180: Werdum vs Hunt,Jake Ellenberger vs. Kelvin Gastelum,Kelvin Gastelum,Jake Ellenberger,-27.700000000000003,-87.95,0
4681,UFC 180: Werdum vs Hunt,Fabricio Werdum vs. Mark Hunt,Mark Hunt,Fabricio Werdum,4.625,7.25,1
4680,UFC Fight Night: Edgar vs Swanson,Juan Manuel Puig vs. Dooho Choi,Dooho Choi,Juan Manuel Puig,-6.0,3.0,0
4679,UFC Fight Night: Edgar vs Swanson,Paige VanZant vs. Kailin Curran,Kailin Curran,Paige VanZant,236.0,-236.0,1
4678,UFC Fight Night: Edgar vs Swanson,Yves Edwards vs. Akbarh Arreola,Akbarh Arreola,Yves Edwards,83.7,-130.4,0
4677,UFC Fight Night: Edgar vs Swanson,James Vick vs. Nick Hein,Nick Hein,James Vick,-235.0,-139.0,1
4676,UFC Fight Night: Edgar vs Swanson,Luke Barnatt vs. Roger Narvaez,Roger Narvaez,Luke Barnatt,29.75,-171.0,0
4675,UFC Fight Night: Edgar vs Swanson,Ruslan Magomedov vs. Josh Copeland,Josh Copeland,Ruslan Magomedov,-5.0,103.0,1
4674,UFC Fight Night: Edgar vs Swanson,Matt Wiman vs. Isaac Vallie-Flagg,Isaac Vallie-Flagg,Matt Wiman,168.83333333333331,-245.66666666666669,1
4673,UFC Fight Night: Edgar vs Swanson,Joseph Benavidez vs. Dustin Ortiz,Dustin Ortiz,Joseph Benavidez,-289.5,-170.86111111111111,1
4672,UFC Fight Night: Edgar vs Swanson,Jared Rosholt vs. Aleksei Oleinik,Aleksei Oleinik,Jared Rosholt,528.0,0.0,0
4671,UFC Fight Night: Edgar vs Swanson,Brad Pickett vs. Chico Camus,Chico Camus,Brad Pickett,-181.72500000000002,-257.425,0
4670,UFC Fight Night: Edgar vs Swanson,Bobby Green vs. Edson Barboza,Edson Barboza,Bobby Green,74.95,97.95,0
4669,UFC Fight Night: Edgar vs Swanson,Frankie Edgar vs. Cub Swanson,Cub Swanson,Frankie Edgar,136.17460317460316,-113.15873015873017,1
4668,UFC 181: Hendricks vs Lawler II,Alex White vs. Clay Collard,Clay Collard,Alex White,-107.5,-146.0,0
4667,UFC 181: Hendricks vs Lawler II,Sergio Pettis vs. Matt Hobar,Matt Hobar,Sergio Pettis,-348.83333333333337,153.16666666666666,1
4666,UFC 181: Hendricks vs Lawler II,Raquel Pennington vs. Ashlee Evans-Smith,Ashlee Evans-Smith,Raquel Pennington,-8.0,157.5,1
4665,UFC 181: Hendricks vs Lawler II,Corey Anderson vs. Justin Jones,Justin Jones,Corey Anderson,19.0,-528.0,1
4664,UFC 181: Hendricks vs Lawler II,Eddie Gordon vs. Josh Samman,Josh Samman,Eddie Gordon,-119.0,-193.0,0
4663,UFC 181: Hendricks vs Lawler II,Urijah Faber vs. Francisco Rivera,Francisco Rivera,Urijah Faber,185.56666666666666,-147.5333333333333,1
4662,UFC 181: Hendricks vs Lawler II,Tony Ferguson vs. Abel Trujillo,Abel Trujillo,Tony Ferguson,-82.4,-153.22857142857146,1
4661,UFC 181: Hendricks vs Lawler II,Todd Duffee vs. Anthony Hamilton,Anthony Hamilton,Todd Duffee,-166.5,7.0,1
4660,UFC 181: Hendricks vs Lawler II,Travis Browne vs. Brendan Schaub,Brendan Schaub,Travis Browne,-75.27777777777777,47.644444444444446,1
4659,UFC 181: Hendricks vs Lawler II,Anthony Pettis vs. Gilbert Melendez,Gilbert Melendez,Anthony Pettis,48.7,135.0,1
4658,UFC 181: Hendricks vs Lawler II,Johny Hendricks vs. Robbie Lawler,Robbie Lawler,Johny Hendricks,108.46969696969695,-39.37878787878786,0
4657,The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,Angela Hill,Emily Kagan,75.0,-75.0,0
4656,The Ultimate Fighter: A Champion Will Be Crowned Finale,Aisling Daly vs. Alex Chambers,Alex Chambers,Aisling Daly,111.0,-111.0,1
4655,The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Torres vs. Angela Magana,Angela Magana,Tecia Torres,34.0,-34.0,1
4654,The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,Seo Hee Ham,Joanne Wood,298.0,-298.0,1
4653,The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,Heather Clark,Bec Rawlings,-410.0,410.0,0
4652,The Ultimate Fighter: A Champion Will Be Crowned Finale,Felice Herrig vs. Lisa Ellis,Lisa Ellis,Felice Herrig,133.0,-133.0,1
4651,The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,Randa Markos,Jessica Penne,265.0,-265.0,1
4650,The Ultimate Fighter: A Champion Will Be Crowned Finale,Joe Proctor vs. Yancy Medeiros,Yancy Medeiros,Joe Proctor,33.25,131.5,0
4649,The Ultimate Fighter: A Champion Will Be Crowned Finale,KJ Noons vs. Daron Cruickshank,Daron Cruickshank,KJ Noons,-87.66666666666667,-1.8888888888888715,0
4648,The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,Charles Oliveira,Jeremy Stephens,72.72727272727273,-50.09090909090909,0
4647,The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,Rose Namajunas,Carla Esparza,278.0,-278.0,1
4646,UFC on FOX: Dos Santos vs Miocic,Anthony Birchak vs. Ian Entwistle,Ian Entwistle,Anthony Birchak,5.0,-113.0,0
4645,UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Dustin Kimura,Henry Cejudo,-32.75,-249.5,1
4644,UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Garett Whiteley,David Michaud,188.5,-138.0,1
4643,UFC on FOX: Dos Santos vs Miocic,Joe Ellenberger vs. Bryan Barberena,Bryan Barberena,Joe Ellenberger,245.0,165.0,0
4642,UFC on FOX: Dos Santos vs Miocic,Jamie Varner vs. Drew Dober,Drew Dober,Jamie Varner,-63.5,-40.666666666666686,0
4641,UFC on FOX: Dos Santos vs Miocic,Joe Riggs vs. Ben Saunders,Ben Saunders,Joe Riggs,-10.0,-505.3333333333333,0
4640,UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Willie Gates,John Moraga,31.0,-147.5,1
4639,UFC on FOX: Dos Santos vs Miocic,Claudia Gadelha vs. Joanna Jedrzejczyk,Joanna Jedrzejczyk,Claudia Gadelha,426.0,-370.0,0
4638,UFC on FOX: Dos Santos vs Miocic,Gabriel Gonzaga vs. Matt Mitrione,Matt Mitrione,Gabriel Gonzaga,4.425000000000001,-89.05,0
4637,UFC on FOX: Dos Santos vs Miocic,Alistair Overeem vs. Stefan Struve,Stefan Struve,Alistair Overeem,183.66666666666669,-88.53333333333332,1
4636,UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Nate Diaz,Rafael Dos Anjos,50.13333333333334,-70.1,1
4635,UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Stipe Miocic,Junior Dos Santos,-83.48214285714286,243.16071428571428,1
4634,UFC Fight Night: Machida vs Dollaway,Vitor Miranda vs. Jake Collier,Jake Collier,Vitor Miranda,-64.0,510.0,1
4633,UFC Fight Night: Machida vs Dollaway,Marcio Alexandre Junior vs. Tim Means,Tim Means,Marcio Alexandre Junior,-33.333333333333336,273.33333333333337,0
4632,UFC Fight Night: Machida vs Dollaway,Leandro Issa vs. Yuta Sasaki,Yuta Sasaki,Leandro Issa,116.0,158.5,1
4631,UFC Fight Night: Machida vs Dollaway,Darren Elkins vs. Hacran Dias,Hacran Dias,Darren Elkins,-61.363636363636374,-227.4242424242424,0
4630,UFC Fight Night: Machida vs Dollaway,Tom Niinimaki vs. Renato Moicano,Renato Moicano,Tom Niinimaki,225.66666666666669,108.0,0
4629,UFC Fight Night: Machida vs Dollaway,Marcos Rogerio de Lima vs. Igor Pokrajac,Igor Pokrajac,Marcos Rogerio de Lima,-103.77777777777776,-265.44444444444446,1
4628,UFC Fight Night: Machida vs Dollaway,Daniel Sarafian vs. Antonio Dos Santos,Antonio Dos Santos,Daniel Sarafian,-1.5,176.75,1
4627,UFC Fight Night: Machida vs Dollaway,Erick Silva vs. Mike Rhodes,Mike Rhodes,Erick Silva,-33.5,19.5,1
4626,UFC Fight Night: Machida vs Dollaway,Elias Silverio vs. Rashid Magomedov,Rashid Magomedov,Elias Silverio,247.33333333333331,-60.66666666666666,0
4625,UFC Fight Night: Machida vs Dollaway,Antonio Carlos Junior vs. Patrick Cummins,Patrick Cummins,Antonio Carlos Junior,241.33333333333331,111.66666666666667,0
4624,UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Mitch Gagnon,Renan Barao,12.974999999999994,-114.30000000000001,1
4623,UFC Fight Night: Machida vs Dollaway,Lyoto Machida vs. CB Dollaway,CB Dollaway,Lyoto Machida,-155.7,2.200000000000003,1
4622,UFC 182: Jones vs Cormier,Alexis Dufresne vs. Marion Reneau,Marion Reneau,Alexis Dufresne,637.0,140.0,0
4621,UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Mats Nilsson,Omari Akhmedov,62.5,114.5,1
4620,UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Rodrigo Damm,Evan Dunham,92.1,64.43333333333332,1
4619,UFC 182: Jones vs Cormier,Shawn Jordan vs. Jared Cannonier,Jared Cannonier,Shawn Jordan,130.42857142857142,84.14285714285714,1
4618,UFC 182: Jones vs Cormier,Marcus Brimage vs. Cody Garbrandt,Cody Garbrandt,Marcus Brimage,-13.833333333333334,60.16666666666667,0
4617,UFC 182: Jones vs Cormier,Danny Castillo vs. Paul Felder,Paul Felder,Danny Castillo,102.45454545454544,-348.6363636363636,0
4616,UFC 182: Jones vs Cormier,Hector Lombard vs. Joshua Burkman,Joshua Burkman,Hector Lombard,173.8,-55.4,0
4615,UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Louis Gaudinot,Kyoji Horiguchi,117.91666666666666,-202.66666666666669,1
4614,UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Nate Marquardt,Brad Tavares,50.26666666666665,106.46666666666668,1
4613,UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Myles Jury,Donald Cerrone,-150.06666666666666,-8.0,1
4612,UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Daniel Cormier,Jon Jones,-112.8409090909091,-0.75,1
4611,UFC Fight Night: McGregor vs Siver,Tateki Matsuda vs. Joby Sanchez,Joby Sanchez,Tateki Matsuda,96.0,-67.0,0
4610,UFC Fight Night: McGregor vs Siver,Matt Van Buren vs. Sean O'Connell,Sean O'Connell,Matt Van Buren,-207.0,-2.5,0
4609,UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Sean Soriano,Charles Rosa,-39.0,107.0,1
4608,UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Frankie Perez,Johnny Case,-23.0,-247.0,1
4607,UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Shane Howell,Paddy Holohan,250.5,82.0,1
4606,UFC Fight Night: McGregor vs Siver,Zhang Lipeng vs. Chris Wade,Chris Wade,Zhang Lipeng,302.0,311.0,0
4605,UFC Fight Night: McGregor vs Siver,John Howard vs. Lorenz Larkin,Lorenz Larkin,John Howard,157.775,-3.7250000000000227,0
4604,UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Sean Spencer,Cathal Pendred,59.599999999999994,-124.5,1
4603,UFC Fight Night: McGregor vs Siver,Norman Parke vs. Gleison Tibau,Gleison Tibau,Norman Parke,106.12307692307692,-56.415384615384596,0
4602,UFC Fight Night: McGregor vs Siver,Uriah Hall vs. Ron Stallings,Ron Stallings,Uriah Hall,104.5,136.75,1
4601,UFC Fight Night: McGregor vs Siver,Donald Cerrone vs. Benson Henderson,Benson Henderson,Donald Cerrone,-214.55113636363637,-93.56818181818181,1
4600,UFC Fight Night: McGregor vs Siver,Conor McGregor vs. Dennis Siver,Dennis Siver,Conor McGregor,-28.045454545454533,-69.5,1
4599,UFC on FOX: Gustafsson vs Johnson,Neil Seery vs. Chris Beal,Chris Beal,Neil Seery,-94.0,197.5,1
4598,UFC on FOX: Gustafsson vs Johnson,Viktor Pesta vs. Konstantin Erokhin,Konstantin Erokhin,Viktor Pesta,190.0,-542.0,1
4597,UFC on FOX: Gustafsson vs Johnson,Mirsad Bektic vs. Paul Redmond,Paul Redmond,Mirsad Bektic,295.0,-740.0,1
4596,UFC on FOX: Gustafsson vs Johnson,Mairbek Taisumov vs. Anthony Christodoulou,Anthony Christodoulou,Mairbek Taisumov,104.66666666666669,41.666666666666686,1
4595,UFC on FOX: Gustafsson vs Johnson,Nikita Krylov vs. Stanislav Nedkov,Stanislav Nedkov,Nikita Krylov,-116.33333333333334,45.75,1
4594,UFC on FOX: Gustafsson vs Johnson,Andy Ogle vs. Makwan Amirkhani,Makwan Amirkhani,Andy Ogle,441.4,160.8,0
4593,UFC on FOX: Gustafsson vs Johnson,Kenny Robertson vs. Sultan Aliev,Sultan Aliev,Kenny Robertson,183.83333333333331,142.33333333333334,1
4592,UFC on FOX: Gustafsson vs Johnson,Nicholas Musoke vs. Albert Tumenov,Albert Tumenov,Nicholas Musoke,266.0,-38.583333333333314,0
4591,UFC on FOX: Gustafsson vs Johnson,Akira Corassani vs. Sam Sicilia,Sam Sicilia,Akira Corassani,-70.91428571428573,53.74285714285715,0
4590,UFC on FOX: Gustafsson vs Johnson,Phil Davis vs. Ryan Bader,Ryan Bader,Phil Davis,3.181818181818187,2.7272727272727266,0
4589,UFC on FOX: Gustafsson vs Johnson,Dan Henderson vs. Gegard Mousasi,Gegard Mousasi,Dan Henderson,11.666666666666671,57.416666666666686,0
4588,UFC on FOX: Gustafsson vs Johnson,Alexander Gustafsson vs. Anthony Johnson,Anthony Johnson,Alexander Gustafsson,-108.73333333333332,40.644444444444446,0
4587,UFC 183: Silva vs Diaz,Thiago Santos vs. Andy Enz,Andy Enz,Thiago Santos,25.666666666666668,-120.5,1
4586,UFC 183: Silva vs Diaz,Richardson Moreira vs. Ildemar Alcantara,Ildemar Alcantara,Richardson Moreira,-180.8,-246.2,0
4585,UFC 183: Silva vs Diaz,Rafael Natal vs. Tom Watson,Tom Watson,Rafael Natal,128.03636363636363,-125.63636363636363,1
4584,UFC 183: Silva vs Diaz,Ian McCall vs. John Lineker,John Lineker,Ian McCall,110.51428571428573,-42.71428571428572,0
4583,UFC 183: Silva vs Diaz,Ed Herman vs. Derek Brunson,Derek Brunson,Ed Herman,-210.10714285714286,286.60714285714283,0
4582,UFC 183: Silva vs Diaz,Miesha Tate vs. Sara McMann,Sara McMann,Miesha Tate,-55.583333333333314,330.4166666666667,1
4581,UFC 183: Silva vs Diaz,Jordan Mein vs. Thiago Alves,Thiago Alves,Jordan Mein,-16.416666666666686,-176.83333333333331,0
4580,UFC 183: Silva vs Diaz,Thales Leites vs. Tim Boetsch,Tim Boetsch,Thales Leites,194.54545454545453,-176.3409090909091,1
4579,UFC 183: Silva vs Diaz,Joe Lauzon vs. Al Iaquinta,Al Iaquinta,Joe Lauzon,17.14285714285714,18.400000000000006,0
4578,UFC 183: Silva vs Diaz,Tyron Woodley vs. Kelvin Gastelum,Kelvin Gastelum,Tyron Woodley,-50.06666666666669,-20.299999999999997,1
4577,UFC 183: Silva vs Diaz,Anderson Silva vs. Nick Diaz,Nick Diaz,Anderson Silva,-90.70833333333331,-27.5,0
4576,UFC Fight Night: Henderson vs Thatch,James Moontasri vs. Cody Pfister,Cody Pfister,James Moontasri,160.0,241.0,1
4575,UFC Fight Night: Henderson vs Thatch,Zach Makovsky vs. Tim Elliott,Tim Elliott,Zach Makovsky,20.333333333333314,152.6,1
4574,UFC Fight Night: Henderson vs Thatch,Chas Skelly vs. Jim Alers,Jim Alers,Chas Skelly,-130.0,-3.666666666666657,1
4573,UFC Fight Night: Henderson vs Thatch,Efrain Escudero vs. Rodrigo de Lima,Rodrigo de Lima,Efrain Escudero,-132.8,270.0,1
4572,UFC Fight Night: Henderson vs Thatch,Ray Borg vs. Chris Kelades,Chris Kelades,Ray Borg,-141.5,-226.5,1
4571,UFC Fight Night: Henderson vs Thatch,Michel Prazeres vs. Kevin Lee,Kevin Lee,Michel Prazeres,-34.666666666666686,44.33333333333334,0
4570,UFC Fight Night: Henderson vs Thatch,Daniel Kelly vs. Patrick Walsh,Patrick Walsh,Daniel Kelly,-613.0,-64.0,1
4569,UFC Fight Night: Henderson vs Thatch,Neil Magny vs. Kiichi Kunimoto,Kiichi Kunimoto,Neil Magny,-3.0,149.375,1
4568,UFC Fight Night: Henderson vs Thatch,Max Holloway vs. Cole Miller,Cole Miller,Max Holloway,-39.72222222222223,-66.48888888888888,1
4567,UFC Fight Night: Henderson vs Thatch,Benson Henderson vs. Brandon Thatch,Brandon Thatch,Benson Henderson,245.0,114.66666666666669,1
4566,UFC Fight Night: Bigfoot vs Mir,Ivan Jorge vs. Josh Shockley,Josh Shockley,Ivan Jorge,238.5,-196.0,1
4565,UFC Fight Night: Bigfoot vs Mir,Douglas Silva de Andrade vs. Cody Gibson,Cody Gibson,Douglas Silva de Andrade,-119.0,-146.0,1
4564,UFC Fight Night: Bigfoot vs Mir,Tiago dos Santos e Silva vs. Mike de la Torre,Mike de la Torre,Tiago dos Santos e Silva,171.0,-213.0,0
4563,UFC Fight Night: Bigfoot vs Mir,William Macario vs. Matt Dwyer,Matt Dwyer,William Macario,110.66666666666669,82.0,0
4562,UFC Fight Night: Bigfoot vs Mir,Jessica Andrade vs. Marion Reneau,Marion Reneau,Jessica Andrade,175.0,132.5,0
4561,UFC Fight Night: Bigfoot vs Mir,Santiago Ponzinibbio vs. Sean Strickland,Sean Strickland,Santiago Ponzinibbio,-82.0,188.0,1
4560,UFC Fight Night: Bigfoot vs Mir,Iuri Alcantara vs. Frankie Saenz,Frankie Saenz,Iuri Alcantara,-198.22222222222223,249.44444444444446,0
4559,UFC Fight Night: Bigfoot vs Mir,Rustam Khabilov vs. Adriano Martins,Adriano Martins,Rustam Khabilov,32.41666666666667,63.25,0
4558,UFC Fight Night: Bigfoot vs Mir,Cezar Ferreira vs. Sam Alvey,Sam Alvey,Cezar Ferreira,164.6,-52.2,0
4557,UFC Fight Night: Bigfoot vs Mir,Edson Barboza vs. Michael Johnson,Michael Johnson,Edson Barboza,-23.090909090909086,-162.36363636363637,0
4556,UFC Fight Night: Bigfoot vs Mir,Antonio Silva vs. Frank Mir,Frank Mir,Antonio Silva,-70.625,-29.5,0
4555,UFC 184: Rousey vs Zingano,Masio Fullen vs. Alex Torres,Alex Torres,Masio Fullen,-97.0,97.0,1
