BOUT_UID,EVENT,BOUT,FIGHTER_2,FIGHTER_1,CTRL_mean,CTRL against_mean,OUTCOME
2346,UFC Fight Night: Hermansson vs. Cannonier,Jack Shore vs. Nohelin Hernandez,Nohelin Hernandez,Jack Shore,215.0,-103.0,1
2345,UFC Fight Night: Hermansson vs. Cannonier,Marc Diakiese vs. Lando Vannata,Lando Vannata,Marc Diakiese,67.57142857142857,82.85714285714286,1
2344,UFC Fight Night: Hermansson vs. Cannonier,Macy Chiasson vs. Lina Lansberg,Lina Lansberg,Macy Chiasson,-63.0,-209.33333333333331,0
2343,UFC Fight Night: Hermansson vs. Cannonier,Brandon Davis vs. Giga Chikadze,Giga Chikadze,Brandon Davis,-37.833333333333336,56.16666666666663,0
2342,UFC Fight Night: Hermansson vs. Cannonier,Siyar Bahadurzada vs. Ismail Naurdiev,Ismail Naurdiev,Siyar Bahadurzada,8.785714285714278,-322.28571428571433,0
2341,UFC Fight Night: Hermansson vs. Cannonier,Alessio Di Chirico vs. Makhmud Muradov,Makhmud Muradov,Alessio Di Chirico,62.166666666666686,44.16666666666667,0
2340,UFC Fight Night: Hermansson vs. Cannonier,Alen Amedovski vs. John Phillips,John Phillips,Alen Amedovski,-15.333333333333329,431.0,0
2339,UFC Fight Night: Hermansson vs. Cannonier,Nicolas Dalby vs. Alex Oliveira,Alex Oliveira,Nicolas Dalby,-95.78333333333333,92.85,1
2338,UFC Fight Night: Hermansson vs. Cannonier,Michal Oleksiejczuk vs. Ovince Saint Preux,Ovince Saint Preux,Michal Oleksiejczuk,-81.50877192982456,-131.31578947368422,0
2337,UFC Fight Night: Hermansson vs. Cannonier,Ion Cutelaba vs. Khalil Rountree Jr.,Khalil Rountree Jr.,Ion Cutelaba,51.458333333333336,-27.416666666666686,1
2336,UFC Fight Night: Hermansson vs. Cannonier,Gunnar Nelson vs. Gilbert Burns,Gilbert Burns,Gunnar Nelson,-18.74999999999997,36.33333333333335,0
2335,UFC Fight Night: Hermansson vs. Cannonier,Mark Madsen vs. Danilo Belluardo,Danilo Belluardo,Mark Madsen,-211.0,-17.0,1
2334,UFC Fight Night: Hermansson vs. Cannonier,Jack Hermansson vs. Jared Cannonier,Jared Cannonier,Jack Hermansson,106.33333333333334,-63.55555555555556,0
2333,UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,Bruno Silva,Khalid Taha,-400.5,263.5,0
2332,UFC 243: Whittaker vs. Adesanya,Nadia Kassem vs. Ji Yeon Kim,Ji Yeon Kim,Nadia Kassem,-10.5,271.75,0
2331,UFC 243: Whittaker vs. Adesanya,Megan Anderson vs. Zarah Fairn,Zarah Fairn,Megan Anderson,-22.333333333333332,67.0,1
2330,UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,Jamie Mullarkey,Brad Riddell,-24.0,24.0,1
2329,UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,Maki Pitolo,Callan Potter,-94.0,-492.0,1
2328,UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,Rostem Akman,Jake Matthews,3.2727272727272805,45.54545454545456,1
2327,UFC 243: Whittaker vs. Adesanya,Justin Tafa vs. Yorgan De Castro,Yorgan De Castro,Justin Tafa,57.0,-57.0,0
2326,UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,Dhiego Lima,Luke Jumeau,-0.875,43.0,0
2325,UFC 243: Whittaker vs. Adesanya,Tai Tuivasa vs. Serghei Spivac,Serghei Spivac,Tai Tuivasa,86.4,51.4,0
2324,UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,Dan Hooker,Al Iaquinta,-21.75,44.77564102564102,0
2323,UFC 243: Whittaker vs. Adesanya,Robert Whittaker vs. Israel Adesanya,Israel Adesanya,Robert Whittaker,32.57692307692308,-37.487179487179475,0
2322,UFC Fight Night: Joanna vs. Waterson,JJ Aldrich vs. Lauren Mueller,Lauren Mueller,JJ Aldrich,-13.866666666666688,-78.66666666666666,1
2321,UFC Fight Night: Joanna vs. Waterson,Marvin Vettori vs. Andrew Sanchez,Andrew Sanchez,Marvin Vettori,-160.33333333333331,87.33333333333333,1
2320,UFC Fight Night: Joanna vs. Waterson,Miguel Baeza vs. Hector Aldana,Hector Aldana,Miguel Baeza,-27.0,7.0,1
2319,UFC Fight Night: Joanna vs. Waterson,Marlon Vera vs. Andre Ewell,Andre Ewell,Marlon Vera,66.08333333333333,-157.5,1
2318,UFC Fight Night: Joanna vs. Waterson,Deiveson Figueiredo vs. Tim Elliott,Tim Elliott,Deiveson Figueiredo,-33.666666666666686,-37.0,1
2317,UFC Fight Night: Joanna vs. Waterson,Max Griffin vs. Alex Morono,Alex Morono,Max Griffin,87.28571428571428,61.071428571428584,0
2316,UFC Fight Night: Joanna vs. Waterson,Mike Davis vs. Thomas Gifford,Thomas Gifford,Mike Davis,-101.0,-224.0,1
2315,UFC Fight Night: Joanna vs. Waterson,Ryan Spann vs. Devin Clark,Devin Clark,Ryan Spann,-87.14285714285722,17.35714285714286,1
2314,UFC Fight Night: Joanna vs. Waterson,Eryk Anders vs. Gerald Meerschaert,Gerald Meerschaert,Eryk Anders,3.125,-110.375,1
2313,UFC Fight Night: Joanna vs. Waterson,Matt Frevola vs. Luis Pena,Luis Pena,Matt Frevola,-165.66666666666669,-110.58333333333333,1
2312,UFC Fight Night: Joanna vs. Waterson,Mackenzie Dern vs. Amanda Ribas,Amanda Ribas,Mackenzie Dern,-92.5,-73.0,0
2311,UFC Fight Night: Joanna vs. Waterson,Niko Price vs. James Vick,James Vick,Niko Price,23.495726495726508,-4.2735042735042725,1
2310,UFC Fight Night: Joanna vs. Waterson,Cub Swanson vs. Kron Gracie,Kron Gracie,Cub Swanson,-10.176470588235297,160.05882352941177,1
2309,UFC Fight Night: Joanna vs. Waterson,Joanna Jedrzejczyk vs. Michelle Waterson,Michelle Waterson,Joanna Jedrzejczyk,-112.1190476190476,36.38095238095235,1
2308,UFC Fight Night: Reyes vs. Weidman,Daniel Spitz vs. Tanner Boser,Tanner Boser,Daniel Spitz,22.0,27.666666666666668,0
2307,UFC Fight Night: Reyes vs. Weidman,Brendan Allen vs. Kevin Holland,Kevin Holland,Brendan Allen,-8.0,-37.0,1
2306,UFC Fight Night: Reyes vs. Weidman,Court McGee vs. Sean Brady,Sean Brady,Court McGee,131.66666666666666,-41.06666666666667,0
2305,UFC Fight Night: Reyes vs. Weidman,Randy Costa vs. Boston Salmon,Boston Salmon,Randy Costa,37.0,73.0,1
2304,UFC Fight Night: Reyes vs. Weidman,Kyle Bochniak vs. Sean Woodson,Sean Woodson,Kyle Bochniak,75.33333333333333,-98.66666666666666,0
2303,UFC Fight Night: Reyes vs. Weidman,Molly McCann vs. Diana Belbita,Diana Belbita,Molly McCann,-46.0,-105.66666666666669,1
2302,UFC Fight Night: Reyes vs. Weidman,Charles Rosa vs. Manny Bermudez,Manny Bermudez,Charles Rosa,55.44999999999999,8.349999999999994,1
2301,UFC Fight Night: Reyes vs. Weidman,Deron Winn vs. Darren Stewart,Darren Stewart,Deron Winn,-18.375,-155.5,0
2300,UFC Fight Night: Reyes vs. Weidman,Maycee Barber vs. Gillian Robertson,Gillian Robertson,Maycee Barber,-136.9,1.6999999999999993,1
2299,UFC Fight Night: Reyes vs. Weidman,Joe Lauzon vs. Jonathan Pearce,Jonathan Pearce,Joe Lauzon,111.36842105263158,41.736842105263165,1
2298,UFC Fight Night: Reyes vs. Weidman,Greg Hardy vs. Ben Sosoli,Ben Sosoli,Greg Hardy,39.333333333333336,47.333333333333336,0
2297,UFC Fight Night: Reyes vs. Weidman,Yair Rodriguez vs. Jeremy Stephens,Jeremy Stephens,Yair Rodriguez,-47.377777777777766,81.76111111111112,1
2296,UFC Fight Night: Reyes vs. Weidman,Dominick Reyes vs. Chris Weidman,Chris Weidman,Dominick Reyes,-164.7,12.128571428571433,1
2295,UFC Fight Night: Maia vs. Askren,Raphael Pessoa vs. Jeff Hughes,Jeff Hughes,Raphael Pessoa,-29.0,-34.5,1
2294,UFC Fight Night: Maia vs. Askren,Loma Lookboonmee vs. Aleksandra Albu,Aleksandra Albu,Loma Lookboonmee,-63.66666666666667,-71.33333333333331,1
2293,UFC Fight Night: Maia vs. Askren,Maurice Greene vs. Sergei Pavlovich,Sergei Pavlovich,Maurice Greene,11.833333333333329,-8.666666666666664,0
2292,UFC Fight Night: Maia vs. Askren,Enrique Barzola vs. Movsar Evloev,Movsar Evloev,Enrique Barzola,-420.25,11.0,0
2291,UFC Fight Night: Maia vs. Askren,Alex White vs. Rafael Fiziev,Rafael Fiziev,Alex White,51.77777777777778,243.88888888888889,0
2290,UFC Fight Night: Maia vs. Askren,Randa Markos vs. Ashley Yoder,Ashley Yoder,Randa Markos,-47.56666666666666,-96.01666666666665,1
2289,UFC Fight Night: Maia vs. Askren,Muslim Salikhov vs. Laureano Staropoli,Laureano Staropoli,Muslim Salikhov,-8.666666666666668,29.33333333333333,1
2288,UFC Fight Night: Maia vs. Askren,Ciryl Gane vs. Don'Tale Mayes,Don'Tale Mayes,Ciryl Gane,31.0,-136.0,1
2287,UFC Fight Night: Maia vs. Askren,Frank Camacho vs. Beneil Dariush,Beneil Dariush,Frank Camacho,-136.26666666666662,-4.200000000000003,0
2286,UFC Fight Night: Maia vs. Askren,Michael Johnson vs. Stevie Ray,Stevie Ray,Michael Johnson,-33.39999999999999,-48.55,0
2285,UFC Fight Night: Maia vs. Askren,Demian Maia vs. Ben Askren,Ben Askren,Demian Maia,273.4,85.7,1
2284,UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,Hakeem Dawodu,Julio Arce,65.25,43.25,0
2283,UFC 244: Masvidal vs. Diaz,Lyman Good vs. Chance Rencountre,Chance Rencountre,Lyman Good,-247.66666666666669,9.666666666666664,1
2282,UFC 244: Masvidal vs. Diaz,Katlyn Chookagian vs. Jennifer Maia,Jennifer Maia,Katlyn Chookagian,-129.85714285714286,-139.66666666666669,1
2281,UFC 244: Masvidal vs. Diaz,Andrei Arlovski vs. Jairzinho Rozenstruik,Jairzinho Rozenstruik,Andrei Arlovski,70.375,51.375,0
2280,UFC 244: Masvidal vs. Diaz,Brad Tavares vs. Edmen Shahbazyan,Edmen Shahbazyan,Brad Tavares,-63.137254901960745,140.50980392156865,0
2279,UFC 244: Masvidal vs. Diaz,Shane Burgos vs. Makwan Amirkhani,Makwan Amirkhani,Shane Burgos,-177.83333333333331,-88.83333333333334,1
2278,UFC 244: Masvidal vs. Diaz,Corey Anderson vs. Johnny Walker,Johnny Walker,Corey Anderson,303.0,11.41025641025641,1
2277,UFC 244: Masvidal vs. Diaz,Kevin Lee vs. Gregor Gillespie,Gregor Gillespie,Kevin Lee,-54.56666666666666,57.733333333333334,1
2276,UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,Blagoy Ivanov,Derrick Lewis,11.098039215686285,121.94117647058823,1
2275,UFC 244: Masvidal vs. Diaz,Stephen Thompson vs. Vicente Luque,Vicente Luque,Stephen Thompson,-9.25,-24.511904761904745,1
2274,UFC 244: Masvidal vs. Diaz,Kelvin Gastelum vs. Darren Till,Darren Till,Kelvin Gastelum,43.175,30.82499999999999,0
2273,UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,Nate Diaz,Jorge Masvidal,19.31372549019609,-65.97647058823529,1
2272,UFC Fight Night: Zabit vs. Kattar,Grigory Popov vs. Davey Grant,Davey Grant,Grigory Popov,-160.5,-131.5,0
2271,UFC Fight Night: Zabit vs. Kattar,Jessica-Rose Clark vs. Pannie Kianzad,Pannie Kianzad,Jessica-Rose Clark,130.83333333333331,-198.5,0
2270,UFC Fight Night: Zabit vs. Kattar,Alexander Yakovlev vs. Roosevelt Roberts,Roosevelt Roberts,Alexander Yakovlev,-179.57142857142856,154.7619047619048,0
2269,UFC Fight Night: Zabit vs. Kattar,Abubakar Nurmagomedov vs. David Zawada,David Zawada,Abubakar Nurmagomedov,4.5,-301.0,0
2268,UFC Fight Night: Zabit vs. Kattar,Roman Kopylov vs. Karl Roberson,Karl Roberson,Roman Kopylov,-151.8,-106.6,0
2267,UFC Fight Night: Zabit vs. Kattar,Rustam Khabilov vs. Sergey Khandozhko,Sergey Khandozhko,Rustam Khabilov,113.58333333333334,-142.08333333333334,1
2266,UFC Fight Night: Zabit vs. Kattar,Magomed Ankalaev vs. Dalcha Lungiambula,Dalcha Lungiambula,Magomed Ankalaev,-212.33333333333337,43.0,1
2265,UFC Fight Night: Zabit vs. Kattar,Shamil Gamzatov vs. Klidson Abreu,Klidson Abreu,Shamil Gamzatov,-29.0,-144.5,1
2264,UFC Fight Night: Zabit vs. Kattar,Ramazan Emeev vs. Anthony Rocco Martin,Anthony Rocco Martin,Ramazan Emeev,33.769230769230774,-53.17948717948718,0
2263,UFC Fight Night: Zabit vs. Kattar,Khadis Ibragimov vs. Ed Herman,Ed Herman,Khadis Ibragimov,113.15384615384616,-206.6153846153846,0
2262,UFC Fight Night: Zabit vs. Kattar,Zelim Imadaev vs. Danny Roberts,Danny Roberts,Zelim Imadaev,117.77777777777777,147.44444444444446,0
2261,UFC Fight Night: Zabit vs. Kattar,Alexander Volkov vs. Greg Hardy,Greg Hardy,Alexander Volkov,74.1,161.9,1
2260,UFC Fight Night: Zabit vs. Kattar,Zabit Magomedsharipov vs. Calvin Kattar,Calvin Kattar,Zabit Magomedsharipov,280.8,31.999999999999996,1
2259,UFC Fight Night: Blachowicz vs. Jacare,Vanessa Melo vs. Tracy Cortez,Tracy Cortez,Vanessa Melo,-514.0,-2.0,0
2258,UFC Fight Night: Blachowicz vs. Jacare,Ariane Lipski vs. Isabela de Padua,Isabela de Padua,Ariane Lipski,-179.0,-368.0,1
2257,UFC Fight Night: Blachowicz vs. Jacare,Douglas Silva de Andrade vs. Renan Barao,Renan Barao,Douglas Silva de Andrade,-104.4375,-35.3125,1
2256,UFC Fight Night: Blachowicz vs. Jacare,Warlley Alves vs. Randy Brown,Randy Brown,Warlley Alves,-26.099999999999994,-106.75,0
2255,UFC Fight Night: Blachowicz vs. Jacare,Francisco Trinaldo vs. Bobby Green,Bobby Green,Francisco Trinaldo,26.331578947368413,59.98421052631578,1
2254,UFC Fight Night: Blachowicz vs. Jacare,Ricardo Ramos vs. Eduardo Garagorri,Eduardo Garagorri,Ricardo Ramos,-56.400000000000006,-122.4,1
2253,UFC Fight Night: Blachowicz vs. Jacare,Sergio Moraes vs. James Krause,James Krause,Sergio Moraes,-28.5923076923077,-31.123076923076923,0
2252,UFC Fight Night: Blachowicz vs. Jacare,Markus Perez vs. Wellington Turman,Wellington Turman,Markus Perez,-310.0,-119.75,0
2251,UFC Fight Night: Blachowicz vs. Jacare,Antonio Arroyo vs. Andre Muniz,Andre Muniz,Antonio Arroyo,-18.0,18.0,0
2250,UFC Fight Night: Blachowicz vs. Jacare,Charles Oliveira vs. Jared Gordon,Jared Gordon,Charles Oliveira,-192.00000000000003,87.64999999999999,1
2249,UFC Fight Night: Blachowicz vs. Jacare,Mauricio Rua vs. Paul Craig,Paul Craig,Mauricio Rua,55.741666666666674,-89.71666666666668,0
2248,UFC Fight Night: Blachowicz vs. Jacare,Jan Blachowicz vs. Jacare Souza,Jacare Souza,Jan Blachowicz,-46.41025641025638,168.72435897435895,1
2247,UFC Fight Night: Overeem vs. Rozenstruik,Makhmud Muradov vs. Trevor Smith,Trevor Smith,Makhmud Muradov,-274.72727272727275,-49.27272727272728,1
2246,UFC Fight Night: Overeem vs. Rozenstruik,Virna Jandiroba vs. Mallory Martin,Mallory Martin,Virna Jandiroba,198.0,105.0,1
2245,UFC Fight Night: Overeem vs. Rozenstruik,Joe Solecki vs. Matt Wiman,Matt Wiman,Joe Solecki,531.25,-178.875,1
2244,UFC Fight Night: Overeem vs. Rozenstruik,Bryce Mitchell vs. Matt Sayles,Matt Sayles,Bryce Mitchell,46.0,321.5,1
2243,UFC Fight Night: Overeem vs. Rozenstruik,Billy Quarantillo vs. Jacob Kilburn,Jacob Kilburn,Billy Quarantillo,432.0,-432.0,1
